city,longitude,latitude,datetime,value,,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡
鄂州,114.9016074,30.39657217,2020/1/25,1,,0,0,0,1,0,0
深圳,114.0645518,22.54845664,2020/1/25,31,,11,0,0,31,2,0
广州,113.2714313,23.13533631,2020/1/25,17,,3,0,0,17,0,0
珠海,113.5825548,22.27656465,2020/1/25,12,,2,0,0,12,0,0
佛山,113.1285122,23.02775875,2020/1/25,10,,1,0,0,10,0,0
惠州,114.423558,23.11635885,2020/1/25,8,,1,0,0,8,0,0
阳江,111.9884893,21.86433973,2020/1/25,8,,3,0,0,8,0,0
湛江,110.3655544,21.27672344,2020/1/25,4,,2,0,0,4,0,0
肇庆,112.4714889,23.05288877,2020/1/25,4,,2,0,0,4,0,0
韶关,113.6035273,24.81588128,2020/1/25,4,,1,0,0,4,0,0
清远,113.0624683,23.68823029,2020/1/25,3,,1,0,0,3,0,0
揭阳,116.3785122,23.55574049,2020/1/25,3,,3,0,0,3,0,0
中山,113.3994224,22.52231467,2020/1/25,2,,0,0,0,2,0,0
东莞,113.7584205,23.02730841,2020/1/25,2,,1,0,0,2,0,0
汕头,116.6885286,23.35909172,2020/1/25,2,,1,0,0,2,0,0
梅州,116.1295374,24.29417753,2020/1/25,1,,1,0,0,1,0,0
哈尔滨,126.5416151,45.80882583,2020/1/25,8,,2,0,0,8,0,0
大庆,125.1086576,46.59363318,2020/1/25,3,,2,0,0,3,0,0
绥化,126.9753569,46.66003218,2020/1/25,2,,1,0,0,2,0,1
牡丹江,129.6395398,44.55624571,2020/1/25,1,,0,0,0,1,0,0
齐齐哈尔,123.9245709,47.35997719,2020/1/25,1,,1,0,0,1,0,0
海淀,116.3054341,39.96548984,2020/1/25,14,,6,0,0,14,0,0
外地来京人员,117.0233851,25.99602656,2020/1/25,11,,0,0,0,11,0,0
朝阳,120.4574995,41.57982086,2020/1/25,11,,5,0,0,11,0,0
通州,121.0814255,32.07035574,2020/1/25,6,,3,0,0,6,0,0
西城,116.3725136,39.91812361,2020/1/25,5,,1,0,0,5,0,0
昌平,116.2376179,40.22641337,2020/1/25,5,,2,0,0,5,0,0
丰台,116.2924019,39.8649372,2020/1/25,4,,2,0,0,4,0,0
大兴,116.3486252,39.73255524,2020/1/25,3,,1,0,0,3,2,0
石景山,116.2296127,39.91135381,2020/1/25,2,,1,0,0,2,0,0
顺义,116.6614243,40.13635076,2020/1/25,1,,0,0,0,1,0,0
东城,116.422401,39.93482727,2020/1/25,1,,1,0,0,1,0,0
西安,108.9464656,34.34726882,2020/1/25,8,,3,0,0,8,0,0
铜川,108.9524042,34.90263708,2020/1/25,5,,2,0,0,5,0,0
咸阳,108.7154225,34.33547629,2020/1/25,3,,1,0,0,3,0,0
安康,109.0356011,32.69051277,2020/1/25,3,,0,0,0,3,0,0
延安,109.4965819,36.59111104,2020/1/25,1,,0,0,0,1,0,0
商洛,109.9244179,33.87863385,2020/1/25,1,,0,0,0,1,0,0
汉中,107.0294302,33.07379991,2020/1/25,1,,1,0,0,1,0,0
成都,104.0815335,30.65582188,2020/1/25,22,,6,0,0,22,0,0
绵阳,104.6855619,31.47366305,2020/1/25,5,,3,0,0,5,0,0
广安,106.6395527,30.46174611,2020/1/25,2,,0,0,0,2,0,0
遂宁,105.5994215,30.53909767,2020/1/25,2,,0,0,0,2,0,0
泸州,105.4485241,28.8776683,2020/1/25,2,,1,0,0,2,0,0
南充,106.1175026,30.84378251,2020/1/25,2,,2,0,0,2,0,0
甘孜州,101.9685467,30.05527884,2020/1/25,2,,2,0,0,2,0,0
德阳,104.4044194,31.133115,2020/1/25,1,,0,0,0,1,0,0
雅安,103.0495426,30.01679255,2020/1/25,1,,0,0,0,1,0,0
达州,107.4745939,31.21430772,2020/1/25,1,,0,0,0,1,0,0
自贡,104.7844488,29.34558492,2020/1/25,1,,0,0,0,1,0,0
内江,105.064588,29.58588654,2020/1/25,1,,0,0,0,1,0,0
乐山,103.7725376,29.55794072,2020/1/25,1,,1,0,0,1,0,0
眉山,103.8565633,30.08252612,2020/1/25,1,,1,0,0,1,0,0
沈阳,123.4710966,41.68383007,2020/1/25,6,,1,0,0,6,0,0
大连,121.6216315,38.91895367,2020/1/25,4,,0,0,0,4,0,0
朝阳,120.4574995,41.57982086,2020/1/25,2,,0,0,0,2,0,0
铁岭,123.7323652,42.229948,2020/1/25,2,,0,0,0,2,0,0
葫芦岛,120.8433983,40.71736444,2020/1/25,2,,0,0,0,2,0,0
本溪,123.6925071,41.49291646,2020/1/25,2,,1,0,0,2,0,0
营口,122.2415747,40.67313684,2020/1/25,1,,1,0,0,1,0,0
丹东,124.3615473,40.00640871,2020/1/25,1,,1,0,0,1,0,0
盘锦,122.0774901,41.12587529,2020/1/25,1,,1,0,0,1,0,0
铜仁,109.1964389,27.73778646,2020/1/25,2,,0,0,0,2,0,0
贵阳,106.6365768,26.65332482,2020/1/25,1,,0,0,0,1,0,0
黔南州,107.5284027,26.2606162,2020/1/25,1,,0,0,0,1,0,0
黔西南州,104.9124921,25.09396735,2020/1/25,1,,1,0,0,1,0,0
桂林,110.2035454,25.24288572,2020/1/25,11,,5,0,0,11,0,0
北海,109.1265332,21.4868365,2020/1/25,9,,3,0,0,9,0,0
柳州,109.4344219,24.33196139,2020/1/25,5,,2,0,0,5,0,0
河池,108.0914999,24.69891173,2020/1/25,3,,0,0,0,3,0,0
梧州,111.2855168,23.48274528,2020/1/25,2,,1,0,0,2,0,0
百色,106.6245893,23.90818593,2020/1/25,2,,1,0,0,2,0,0
防城港,108.3604188,21.69300529,2020/1/25,2,,0,0,0,2,0,0
南宁,108.3734508,22.8226066,2020/1/25,1,,1,0,0,1,0,0
玉林,110.1884531,22.65983051,2020/1/25,1,,0,0,0,1,0,0
杭州,120.2155118,30.25308298,2020/1/25,27,,15,0,0,27,0,0
台州,121.4274347,28.66219406,2020/1/25,21,,1,0,0,21,0,0
温州,120.7064769,28.0010854,2020/1/25,18,,8,0,0,18,1,0
宁波,121.6285725,29.86603305,2020/1/25,13,,7,0,0,13,0,0
嘉兴,120.7635518,30.75097483,2020/1/25,8,,4,0,0,8,0,0
绍兴,120.5854785,30.03636931,2020/1/25,5,,1,0,0,5,0,0
金华,119.6534362,29.08463939,2020/1/25,3,,1,0,0,3,0,0
衢州,118.8665967,28.9755458,2020/1/25,3,,1,0,0,3,0,0
丽水,119.9295731,28.47327818,2020/1/25,3,,3,0,0,3,0,0
舟山,122.2135563,29.99091168,2020/1/25,2,,0,0,0,2,0,0
湖州,120.0945166,30.89896394,2020/1/25,1,,1,0,0,1,0,0
青岛,120.3894552,36.0722275,2020/1/25,8,,2,0,0,8,0,0
临沂,118.363533,35.11067124,2020/1/25,7,,4,0,0,7,0,0
济宁,116.5936123,35.42017739,2020/1/25,5,,3,0,0,5,0,0
济南,117.1263994,36.6565542,2020/1/25,5,,2,0,0,5,0,0
威海,122.127541,37.51643055,2020/1/25,4,,1,0,0,4,0,0
日照,119.5334154,35.422839,2020/1/25,4,,1,0,0,4,0,0
德州,116.3655567,37.44130845,2020/1/25,3,,2,0,0,3,0,0
滨州,117.977404,37.3881962,2020/1/25,3,,2,0,0,3,0,0
潍坊,119.1683779,36.71265155,2020/1/25,2,,1,0,0,2,0,0
烟台,121.4544154,37.47003838,2020/1/25,2,,0,0,0,2,0,0
聊城,115.9915878,36.46275819,2020/1/25,1,,0,0,0,1,0,0
菏泽,115.487545,35.23940742,2020/1/25,1,,0,0,0,1,0,0
淄博市,118.0614525,36.81908568,2020/1/25,1,,1,0,0,1,0,0
昆明,102.8524484,24.87399815,2020/1/25,4,,0,0,0,4,0,0
丽江,100.2324645,26.86065744,2020/1/25,2,,2,0,0,2,0,0
西双版纳,100.8034468,22.01360125,2020/1/25,1,,1,0,0,1,0,0
曲靖,103.8024348,25.49640693,2020/1/25,1,,0,0,0,1,0,0
玉溪,102.5535603,24.35771094,2020/1/25,1,,0,0,0,1,0,0
红河,103.3815491,23.36999625,2020/1/25,1,,0,0,0,1,0,0
大理,100.2745828,25.61212842,2020/1/25,1,,0,0,0,1,0,0
三亚,109.5185567,18.25873629,2020/1/25,8,,2,0,0,8,0,0
万宁,110.3994344,18.80010699,2020/1/25,5,,0,0,0,5,0,0
海口,110.3255255,20.04404944,2020/1/25,3,,0,0,0,3,0,0
儋州,109.5874558,19.52714611,2020/1/25,3,,0,0,0,3,0,0
临高县,109.697443,19.91947477,2020/1/25,1,,0,0,0,1,0,0
陵水县,110.0444641,18.5123316,2020/1/25,1,,0,0,0,1,0,0
澄迈县,110.0135109,19.74434867,2020/1/25,1,,1,0,0,1,0,0
锡林郭勒盟,116.0543914,43.93942267,2020/1/25,2,,2,0,0,2,0,0
鄂尔多斯,109.7874432,39.61448231,2020/1/25,2,,2,0,0,2,0,0
满洲里,117.3854359,49.60409885,2020/1/25,1,,0,0,0,1,0,0
赤峰,118.8955204,42.2616861,2020/1/25,1,,1,0,0,1,0,0
呼伦贝尔牙克石市,120.7183468,49.29202369,2020/1/25,1,,1,0,0,1,0,0
银川,106.2384936,38.49246006,2020/1/25,2,,1,0,0,2,0,0
中卫,105.2035709,37.50570142,2020/1/25,1,,0,0,0,1,0,0
固原,106.2485774,36.02161726,2020/1/25,1,,0,0,0,1,0,0
兰州,103.8405212,36.06723469,2020/1/25,4,,2,0,0,4,0,0
白银市,104.1444508,36.55082533,2020/1/25,1,,1,0,0,1,0,0
临夏,103.2163906,35.60756218,2020/1/25,1,,0,0,0,1,0,0
定西,104.6324201,35.58683293,2020/1/25,1,,1,0,0,1,0,0
河北区,117.2035928,39.15348514,2020/1/25,5,,5,0,0,5,0,0
河东区,117.258413,39.13448733,2020/1/25,3,,3,0,0,3,0,0
外地来津,90.93673264,29.04970447,2020/1/25,2,,2,0,0,2,0,0
滨海新区,117.7173988,39.00941577,2020/1/25,1,,1,0,0,1,0,0
和平区,121.150732,24.27955689,2020/1/25,1,,1,0,0,1,0,0
南开区,117.1565154,39.14410528,2020/1/25,1,,1,0,0,1,0,0
西青区,117.0144102,39.14872661,2020/1/25,1,,1,0,0,1,0,0
万州区,108.4155584,30.81362164,2020/1/25,13,,3,0,0,13,0,0
长寿区,107.0875311,29.86352007,2020/1/25,5,,0,0,0,5,0,0
忠县,108.0445375,30.30526839,2020/1/25,5,,2,0,0,5,0,0
大渡口区,106.4885336,29.49010713,2020/1/25,4,,2,0,0,4,0,0
渝北区,106.6375591,29.72392734,2020/1/25,4,,2,0,0,4,0,0
开州区,108.3994977,31.16664411,2020/1/25,4,,0,0,0,4,0,0
云阳县,108.7034475,30.93661127,2020/1/25,4,,2,0,0,4,0,0
九龙坡区,106.5175587,29.50792772,2020/1/25,3,,0,0,0,3,0,0
永川区,105.9334994,29.36204634,2020/1/25,3,,0,0,0,3,0,0
奉节县,109.4704728,31.02460177,2020/1/25,3,,2,0,0,3,0,0
巫山县,109.8855455,31.08051881,2020/1/25,3,,0,0,0,3,0,0
巫溪县,109.5764026,31.40488001,2020/1/25,3,,1,0,0,3,0,0
两江新区,106.5725816,29.68005454,2020/1/25,3,,0,0,0,3,0,0
石柱县,108.1204142,30.0061087,2020/1/25,3,,0,0,0,3,0,0
江北区,121.5604213,29.89294838,2020/1/25,2,,2,0,0,2,0,0
垫江县,107.3395659,30.33329397,2020/1/25,2,,0,0,0,2,0,0
合川区,106.2825411,29.97818124,2020/1/25,2,,0,0,0,2,0,0
璧山区,106.2334746,29.59834661,2020/1/25,2,,0,0,0,2,0,0
铜梁区,106.0634495,29.85050878,2020/1/25,1,,1,0,0,1,0,0
大足区,105.7284046,29.71311351,2020/1/25,1,,1,0,0,1,0,0
涪陵区,107.3964198,29.7092782,2020/1/25,1,,0,0,0,1,0,0
秀山县,109.0135739,28.45344786,2020/1/25,1,,0,0,0,1,0,0
梁平区,107.7760973,30.66055326,2020/1/25,1,,0,0,0,1,0,0
城口县,108.6716116,31.95339075,2020/1/25,1,,0,0,0,1,0,0
丰都县,107.7374806,29.86941279,2020/1/25,1,,0,0,0,1,0,0
苏州,120.5924122,31.30356407,2020/1/25,7,,4,0,0,7,1,0
南京,118.8024217,32.06465289,2020/1/25,7,,3,0,0,7,0,0
常州,119.9814847,31.81579565,2020/1/25,5,,0,0,0,5,0,0
连云港,119.2286213,34.60224953,2020/1/25,3,,2,0,0,3,0,0
无锡,120.3185833,31.49880973,2020/1/25,2,,1,0,0,2,0,0
南通,120.9015917,31.98654943,2020/1/25,2,,1,0,0,2,0,0
镇江,119.4304894,32.19471592,2020/1/25,2,,2,0,0,2,0,0
扬州,119.4194189,32.40067694,2020/1/25,1,,0,0,0,1,0,0
盐城,120.1675443,33.35510092,2020/1/25,1,,0,0,0,1,0,0
宿迁,118.281574,33.96774972,2020/1/25,1,,0,0,0,1,0,0
淮安,119.0214837,33.6162953,2020/1/25,1,,1,0,0,1,0,0
泰州,119.9295663,32.46067505,2020/1/25,1,,1,0,0,1,0,0
信阳,114.0974828,32.15301455,2020/1/25,22,,17,0,0,22,0,0
郑州,113.6314192,34.75343885,2020/1/25,20,,14,0,0,20,0,0
南阳,112.5345013,32.9965622,2020/1/25,15,,7,0,1,15,0,1
驻马店,114.0284708,33.01784242,2020/1/25,7,,5,0,0,7,0,0
周口,114.7034825,33.63182888,2020/1/25,5,,1,0,0,5,0,0
新乡,113.9336005,35.30963993,2020/1/25,3,,2,0,0,3,0,0
安阳市,114.3995004,36.10594098,2020/1/25,3,,3,0,0,3,0,0
漯河市,114.0234208,33.58771071,2020/1/25,3,,3,0,0,3,0,0
三门峡,111.2065332,34.77832725,2020/1/25,2,,1,0,0,2,0,0
平顶山,113.1995286,33.77205075,2020/1/25,2,,1,0,0,2,0,0
洛阳,112.4594213,34.62426278,2020/1/25,1,,0,0,0,1,0,0
长沙,112.9454732,28.2348894,2020/1/25,18,,10,0,0,18,0,0
怀化,110.0085143,27.5751609,2020/1/25,8,,3,0,0,8,0,0
常德,111.7054522,29.03775,2020/1/25,7,,4,0,0,7,0,0
岳阳,113.1354894,29.36317829,2020/1/25,6,,1,0,0,6,0,0
娄底,112.0015035,27.7032086,2020/1/25,5,,0,0,0,5,0,0
永州,111.6194551,26.42586412,2020/1/25,4,,0,0,0,4,0,0
益阳,112.361516,28.55971118,2020/1/25,4,,0,0,0,4,0,0
株洲,113.1404708,27.83356764,2020/1/25,3,,2,0,0,3,0,0
湘潭,112.9504642,27.83570223,2020/1/25,3,,1,0,0,3,0,0
郴州,113.0214605,25.77668327,2020/1/25,3,,2,0,0,3,0,0
衡阳,112.5784472,26.89957614,2020/1/25,3,,0,0,0,3,0,0
邵阳,111.4744329,27.24527027,2020/1/25,2,,0,0,0,2,0,0
晋中,112.7595948,37.69283941,2020/1/25,2,,2,0,0,2,0,0
太原,112.5563915,37.87698903,2020/1/25,2,,0,0,0,2,0,0
运城,111.0133895,35.03270691,2020/1/25,2,,0,0,0,2,0,0
阳泉,113.5876167,37.86236085,2020/1/25,1,,1,0,0,1,0,0
大同,113.3064363,40.08246872,2020/1/25,1,,0,0,0,1,0,0
长治,113.1225589,36.20126837,2020/1/25,1,,0,0,0,1,0,0
石家庄,114.5215319,38.04831193,2020/1/25,5,,1,0,0,5,0,0
保定,115.4714638,38.87998777,2020/1/25,3,,2,0,0,3,0,0
沧州,116.8455808,38.31021514,2020/1/25,2,,0,0,0,2,0,1
邯郸市,114.5456282,36.63126273,2020/1/25,2,,2,0,0,2,0,0
承德,117.9693975,40.95785601,2020/1/25,1,,0,0,0,1,0,0
赣州,114.9405034,25.8351761,2020/1/25,7,,5,0,0,7,0,0
抚州,116.3645388,27.95489225,2020/1/25,6,,2,0,0,6,0,0
上饶,117.9494596,28.46062592,2020/1/25,6,,4,0,0,6,0,0
宜春,114.4235637,27.82085642,2020/1/25,5,,4,0,0,5,0,0
南昌,115.8645894,28.6894553,2020/1/25,4,,1,0,0,4,0,0
萍乡,113.8614964,27.62839271,2020/1/25,2,,1,0,0,2,0,0
九江,116.0075349,29.71134056,2020/1/25,2,,0,0,0,2,0,0
吉安,115.0005107,27.11972683,2020/1/25,2,,1,0,0,2,0,0
新余,114.9235347,27.8235787,2020/1/25,1,,0,0,0,1,0,0
景德镇,117.1845764,29.27424771,2020/1/25,1,,0,0,0,1,0,0
乌鲁木齐,87.62443994,43.8307632,2020/1/25,3,,0,0,0,3,0,0
合肥,117.2334427,31.82657783,2020/1/25,13,,3,0,0,13,0,0
阜阳,115.8204361,32.89606099,2020/1/25,10,,3,0,0,10,0,0
马鞍山,118.5135796,31.6762656,2020/1/25,7,,3,0,0,7,0,0
亳州,115.7844632,33.8506427,2020/1/25,6,,2,0,0,6,0,0
安庆,117.0636039,30.53095657,2020/1/25,5,,1,0,0,5,0,0
六安,116.5264097,31.74145082,2020/1/25,3,,1,0,0,3,0,0
铜陵,117.8184768,30.95123324,2020/1/25,3,,0,0,0,3,0,0
芜湖,118.4394314,31.35853666,2020/1/25,3,,2,0,0,3,0,0
滁州,118.3394061,32.26127087,2020/1/25,2,,0,0,0,2,0,0
宿州,116.9705439,33.65209533,2020/1/25,2,,2,0,0,2,0,0
池州,117.498421,30.67088379,2020/1/25,1,,0,0,0,1,0,0
蚌埠,117.3955133,32.9215237,2020/1/25,1,,0,0,0,1,0,0
宣城,118.7655342,30.94660155,2020/1/25,1,,1,0,0,1,0,0
淮北,116.8045373,33.9616563,2020/1/25,1,,1,0,0,1,0,0
淮南,117.0063889,32.6318474,2020/1/25,1,,1,0,0,1,0,0
黄山,118.3454373,29.72188979,2020/1/25,1,,1,0,0,1,0,0
福州,119.3034698,26.08042942,2020/1/25,13,,7,0,0,13,0,0
泉州,118.6824463,24.87995233,2020/1/25,5,,2,0,0,5,0,0
厦门,118.0964355,24.48540661,2020/1/25,4,,1,0,0,4,0,0
漳州,117.6535765,24.51892979,2020/1/25,4,,1,0,0,4,0,0
三明,117.6455212,26.26973652,2020/1/25,4,,3,0,0,4,0,0
宁德,119.5545107,26.67224171,2020/1/25,3,,1,0,0,3,0,0
莆田,119.014521,25.45986546,2020/1/25,1,,1,0,0,1,0,0
南平,118.1843695,26.64777287,2020/1/25,1,,1,0,0,1,0,0
吉林,126.5556345,43.84356783,2020/1/25,2,,80,2,18,698,42,63
长春,125.3306021,43.8219535,2020/1/25,1,,32,2,2,154,4,4
松原,124.8314819,45.14740419,2020/1/25,1,,45,0,1,100,0,1
西宁,101.7844502,36.6233847,2020/1/25,1,,52,0,2,90,0,3
丽江市,100.2324645,26.86065744,2020/1/25,0,,21,0,0,64,0,0
西双版纳州,100.8034468,22.01360125,2020/1/25,0,,16,0,0,52,0,0
锡林郭勒,114.498206,37.10778222,2020/1/25,0,,14,1,0,47,1,2
白银,104.1444508,36.55082533,2020/1/25,0,,20,0,0,40,0,0
巩义,113.028431,34.75409689,2020/1/25,0,,5,0,0,36,0,1
固始县,115.6604879,32.17417438,2020/1/25,0,,28,0,0,36,0,0
武汉,114.3115816,30.59846674,2020/1/26,698,,11,0,0,31,0,1
黄冈,114.8784905,30.45935886,2020/1/26,154,,8,0,0,25,0,0
孝感,113.9225101,30.93068923,2020/1/26,100,,19,0,0,20,0,0
荆门,112.206393,31.04173258,2020/1/26,90,,8,0,0,13,0,0
咸宁,114.3285191,29.84705595,2020/1/26,64,,1,0,0,12,0,0
随州,113.38945,31.69651677,2020/1/26,52,,5,0,1,5,0,1
荆州,112.2455226,30.34084211,2020/1/26,47,,24,0,0,41,0,0
十堰,110.8045296,32.63506186,2020/1/26,40,,5,0,0,36,2,0
黄石,115.0455329,30.20520785,2020/1/26,36,,4,0,0,14,0,0
襄阳,112.1285372,32.0147968,2020/1/26,36,,0,0,0,12,0,0
宜昌,111.2925492,30.69744648,2020/1/26,31,,0,0,0,8,0,0
恩施州,109.4945926,30.27793958,2020/1/26,25,,0,0,0,8,0,0
鄂州,114.9016074,30.39657217,2020/1/26,20,,1,0,0,5,0,0
天门,113.1724092,30.66962183,2020/1/26,13,,3,0,0,5,0,0
仙桃,113.4496094,30.33358775,2020/1/26,12,,0,0,0,4,0,0
潜江,112.9054741,30.40835793,2020/1/26,5,,0,0,0,4,0,0
广州,113.2714313,23.13533631,2020/1/26,41,,0,0,0,3,0,0
深圳,114.0645518,22.54845664,2020/1/26,36,,0,0,0,3,0,0
佛山,113.1285122,23.02775875,2020/1/26,14,,2,0,0,3,0,0
珠海,113.5825548,22.27656465,2020/1/26,12,,0,0,0,2,0,0
惠州,114.423558,23.11635885,2020/1/26,8,,0,0,0,2,0,0
阳江,111.9884893,21.86433973,2020/1/26,8,,1,0,0,1,0,0
湛江,110.3655544,21.27672344,2020/1/26,5,,23,3,0,23,3,0
中山,113.3994224,22.52231467,2020/1/26,5,,7,0,0,7,0,0
肇庆,112.4714889,23.05288877,2020/1/26,4,,5,0,0,5,0,0
韶关,113.6035273,24.81588128,2020/1/26,4,,5,0,0,5,0,0
清远,113.0624683,23.68823029,2020/1/26,3,,3,0,0,3,0,0
揭阳,116.3785122,23.55574049,2020/1/26,3,,2,0,0,2,0,0
梅州,116.1295374,24.29417753,2020/1/26,3,,2,0,0,2,0,0
东莞,113.7584205,23.02730841,2020/1/26,2,,2,0,0,2,0,0
汕头,116.6885286,23.35909172,2020/1/26,2,,1,0,0,1,0,0
汕尾,115.3815526,22.79126304,2020/1/26,1,,1,0,0,1,0,0
外地来沪人员,117.0233851,25.99602656,2020/1/26,23,,1,0,0,1,0,0
浦东新区,121.5504546,31.22734829,2020/1/26,7,,1,0,0,1,0,0
长宁区,121.4304544,31.22684797,2020/1/26,5,,0,0,0,8,0,0
静安区,121.4534318,31.23384493,2020/1/26,5,,2,0,0,5,0,0
徐汇区,121.4433964,31.19455677,2020/1/26,3,,1,0,0,3,0,1
虹口区,121.5115865,31.2697467,2020/1/26,2,,0,0,0,1,0,0
闵行区,121.3886119,31.11884258,2020/1/26,2,,0,0,0,1,0,0
青浦区,121.1305531,31.15545432,2020/1/26,2,,1,0,0,1,0,0
黄浦区,121.4915856,31.23724715,2020/1/26,1,,1,0,0,1,0,0
宝山区,121.496563,31.41027947,2020/1/26,1,,1,0,0,1,0,0
嘉定区,121.2725951,31.38015534,2020/1/26,1,,3,0,0,17,0,0
奉贤区,121.4805037,30.92372011,2020/1/26,1,,0,0,0,11,0,0
哈尔滨,126.5416151,45.80882583,2020/1/26,8,,0,0,0,11,0,0
大庆,125.1086576,46.59363318,2020/1/26,5,,2,0,0,7,0,0
绥化,126.9753569,46.66003218,2020/1/26,3,,2,0,0,7,0,0
牡丹江,129.6395398,44.55624571,2020/1/26,1,,0,0,0,6,0,0
齐齐哈尔,123.9245709,47.35997719,2020/1/26,1,,2,0,0,5,2,0
佳木斯,130.3273591,46.80568999,2020/1/26,1,,0,0,0,4,0,0
双鸭山,131.1653417,46.6531859,2020/1/26,1,,0,0,0,2,0,0
七台河,131.0115446,45.77630032,2020/1/26,1,,0,0,0,1,0,0
海淀,116.3054341,39.96548984,2020/1/26,17,,0,0,0,1,0,0
外地来京人员,117.0233851,25.99602656,2020/1/26,11,,4,0,0,12,0,0
朝阳,120.4574995,41.57982086,2020/1/26,11,,4,0,0,7,0,0
西城,116.3725136,39.91812361,2020/1/26,7,,0,0,0,5,0,0
昌平,116.2376179,40.22641337,2020/1/26,7,,1,0,0,4,0,0
通州,121.0814255,32.07035574,2020/1/26,6,,2,0,0,3,0,0
大兴,116.3486252,39.73255524,2020/1/26,5,,1,0,0,2,0,0
丰台,116.2924019,39.8649372,2020/1/26,4,,0,0,0,1,0,0
石景山,116.2296127,39.91135381,2020/1/26,2,,1,0,0,1,0,0
顺义,116.6614243,40.13635076,2020/1/26,1,,11,0,0,33,0,0
东城,116.422401,39.93482727,2020/1/26,1,,2,0,0,7,0,0
西安,108.9464656,34.34726882,2020/1/26,12,,4,0,0,6,0,0
安康,109.0356011,32.69051277,2020/1/26,7,,2,0,0,3,0,0
铜川,108.9524042,34.90263708,2020/1/26,5,,1,0,0,3,0,0
咸阳,108.7154225,34.33547629,2020/1/26,4,,0,0,0,2,0,0
汉中,107.0294302,33.07379991,2020/1/26,3,,1,0,0,2,0,0
延安,109.4965819,36.59111104,2020/1/26,2,,0,0,0,2,0,0
商洛,109.9244179,33.87863385,2020/1/26,1,,0,0,0,2,0,0
渭南,109.5165896,34.50571552,2020/1/26,1,,2,0,0,2,0,0
成都,104.0815335,30.65582188,2020/1/26,33,,0,0,0,1,0,0
绵阳,104.6855619,31.47366305,2020/1/26,7,,0,0,0,1,0,0
广安,106.6395527,30.46174611,2020/1/26,6,,0,0,0,1,0,0
达州,107.4745939,31.21430772,2020/1/26,3,,0,0,0,1,0,0
泸州,105.4485241,28.8776683,2020/1/26,3,,0,0,0,1,0,0
遂宁,105.5994215,30.53909767,2020/1/26,2,,1,0,0,1,0,0
自贡,104.7844488,29.34558492,2020/1/26,2,,1,0,0,1,0,0
南充,106.1175026,30.84378251,2020/1/26,2,,1,0,0,7,0,0
甘孜州,101.9685467,30.05527884,2020/1/26,2,,1,0,0,5,0,0
资阳,104.6344353,30.13495656,2020/1/26,2,,3,0,0,4,0,0
德阳,104.4044194,31.133115,2020/1/26,1,,0,0,0,2,0,0
雅安,103.0495426,30.01679255,2020/1/26,1,,0,0,0,2,0,0
内江,105.064588,29.58588654,2020/1/26,1,,0,0,0,2,0,0
乐山,103.7725376,29.55794072,2020/1/26,1,,0,0,0,2,0,0
眉山,103.8565633,30.08252612,2020/1/26,1,,1,0,0,2,0,0
宜宾,104.6494037,28.75800703,2020/1/26,1,,0,0,0,1,0,0
凉山州,102.2735027,27.8877523,2020/1/26,1,,0,0,0,2,0,0
沈阳,123.4710966,41.68383007,2020/1/26,7,,1,0,0,2,0,0
大连,121.6216315,38.91895367,2020/1/26,5,,0,0,0,1,0,0
丹东,124.3615473,40.00640871,2020/1/26,4,,0,0,0,1,0,0
朝阳,120.4574995,41.57982086,2020/1/26,2,,1,0,0,1,0,0
铁岭,123.7323652,42.229948,2020/1/26,2,,3,0,0,14,0,0
葫芦岛,120.8433983,40.71736444,2020/1/26,2,,0,0,0,9,0,0
本溪,123.6925071,41.49291646,2020/1/26,2,,1,0,0,6,0,0
盘锦,122.0774901,41.12587529,2020/1/26,2,,4,0,0,5,0,0
营口,122.2415747,40.67313684,2020/1/26,1,,0,0,0,3,0,0
铜仁,109.1964389,27.73778646,2020/1/26,2,,1,0,0,3,0,0
黔南州,107.5284027,26.2606162,2020/1/26,2,,0,0,0,2,0,0
贵阳,106.6365768,26.65332482,2020/1/26,1,,0,0,0,2,0,0
黔西南州,104.9124921,25.09396735,2020/1/26,1,,1,0,0,2,0,0
六盘水,104.8375546,26.59883311,2020/1/26,1,,14,0,0,32,1,0
桂林,110.2035454,25.24288572,2020/1/26,14,,0,0,0,27,0,0
北海,109.1265332,21.4868365,2020/1/26,9,,1,0,0,22,0,0
柳州,109.4344219,24.33196139,2020/1/26,6,,0,0,0,13,0,0
南宁,108.3734508,22.8226066,2020/1/26,5,,0,0,0,8,0,0
河池,108.0914999,24.69891173,2020/1/26,3,,1,0,0,6,0,0
防城港,108.3604188,21.69300529,2020/1/26,3,,2,0,0,5,0,0
梧州,111.2855168,23.48274528,2020/1/26,2,,2,0,0,5,0,0
百色,106.6245893,23.90818593,2020/1/26,2,,2,0,0,4,0,0
玉林,110.1884531,22.65983051,2020/1/26,2,,0,0,0,3,0,0
温州,120.7064769,28.0010854,2020/1/26,32,,2,0,0,3,0,0
杭州,120.2155118,30.25308298,2020/1/26,27,,5,1,0,13,1,0
台州,121.4274347,28.66219406,2020/1/26,22,,5,0,0,9,0,0
宁波,121.6285725,29.86603305,2020/1/26,13,,6,0,0,8,0,0
嘉兴,120.7635518,30.75097483,2020/1/26,8,,0,0,0,7,0,0
